"mz_rt_min","log2FC","AveExpr","t","p","p_adj_BH","log_odds"
"329.18205_1.183",-1.82336439772032,23.6596810160831,-9.09863894567799,8.27875275163921e-13,1.24015716219555e-11,18.8455506402279
"90.97727_0.908",-3.38271873443482,24.3347054805386,-9.05906743075873,9.62858742639967e-13,1.42808158066799e-11,18.6958429420037
"546.35434_7.636",4.02055049141298,22.3482209488947,9.03986503345118,1.03612927285904e-12,1.52168789288514e-11,18.6231527460087
"340.18679_6.537",-2.42979777349471,20.0934686645324,-9.01272611411084,1.14934738205994e-12,1.67157512458814e-11,18.5203714204599
"203.15035_1.001",2.13302348569469,25.4758908965975,8.92538906789799,1.605300184411e-12,2.31224968869969e-11,18.1892356501814
"282.15485_0.939",-1.55503169205725,21.3010903230403,-8.89865988779722,1.77834192609243e-12,2.53710114789187e-11,18.0877825692429
"231.98856_0.925",2.95418894916145,22.0128338724127,8.88073838323491,1.90474681118333e-12,2.69180256901191e-11,18.0197315936643
"196.03092_0.925",1.92749476445274,18.5024619032409,8.876228019636,1.93795759953493e-12,2.7131406393489e-11,18.0026014438161
"118.08659_1.001",3.92176420873345,28.8237350760061,8.85613515592782,2.09312198275586e-12,2.87660250474154e-11,17.9262725371074
"118.0866_1.002",3.92176420873345,28.8237350760061,8.85613515592782,2.09312198275586e-12,2.87660250474154e-11,17.9262725371074
"176.07076_7.271",3.22731371040112,21.5642914750183,8.84852483262116,2.15509992414298e-12,2.92031325726072e-11,17.8973551199634
"230.0425_5.007",-2.2087899571533,22.047962283824,-8.84746008015694,2.16391703308371e-12,2.92031325726072e-11,17.8933089973162
"224.60558_0.864",2.79493360229092,19.5991641150124,8.80166230020617,2.57954878463645e-12,3.45014649945126e-11,17.7192019059994
"475.32556_7.454",-2.13859468075082,21.1169573478517,-8.77703223294434,2.83534764498991e-12,3.75871749751759e-11,17.6255090272842
"422.21347_1.191",4.63347532695774,21.8633532289518,8.7455131340769,3.20022748354366e-12,4.20521120206e-11,17.5055523008052
"319.2425_8.492",-2.14947915344858,23.0730899170993,-8.70883306868659,3.68469189672328e-12,4.79971170547084e-11,17.3658734634328
"194.03272_0.921",2.30167876715424,22.8532795254454,8.70211813630495,3.78105427145401e-12,4.88277525744664e-11,17.3402935922932
"484.24451_8.026",-2.6445684993974,20.9559257468733,-8.68080684406119,4.10397227235384e-12,5.25448757605645e-11,17.2590917520012
"359.1812_1.181",5.18417553255575,22.1998594107244,8.64439356979792,4.72114623617728e-12,5.99345513711319e-11,17.1202828289952
"523.37508_7.571",2.49196392156185,20.1871658841576,8.5997993166618,5.60545269193012e-12,7.05627574160615e-11,16.9501796691797
"292.10267_1.369",2.16392242026052,26.4330015419165,8.59486329250481,5.71304005379258e-12,7.13177833381774e-11,16.9313442297012
"394.18231_0.989",3.49747428362024,19.9548938712806,8.58135075921966,6.01829277400521e-12,7.45074593013207e-11,16.8797743983135
"625.2675_0.996",3.67038023842101,19.8429727738057,8.55818399337342,6.58024411277596e-12,8.07967678765442e-11,16.7913355241957
"344.1819_1.197",-2.56320327668762,22.5677386208142,-8.5289196656126,7.36605679539847e-12,8.97101876382676e-11,16.6795763418092
"191.58974_0.867",4.14125356848797,21.9928630629859,8.51899586983803,7.65339498085143e-12,9.24579490428665e-11,16.641667105454
"486.2237_7.81",-2.50047511241362,20.4696437494389,-8.45142805676715,9.93286341926273e-12,1.19035435216445e-10,16.3834160949348
"227.00299_1.837",3.99555281980962,22.8153660902051,8.44591982693852,1.01463392346638e-11,1.20628699789891e-10,16.3623526085722
"655.2769_8.41",-1.86708630182533,21.529171970033,-8.37811319849229,1.31841319023131e-11,1.55510469209961e-10,16.102936088523
"242.58021_0.975",3.12735091327151,19.5486891634821,8.35965416185915,1.41590569045334e-11,1.65705212835867e-10,16.0322765201986
"212.07984_0.964",-1.96372823519866,19.4609353916621,-8.29498337184056,1.81820250990649e-11,2.11137004638753e-10,15.7845992708218
"172.00642_5.078",3.56453075358908,21.0039434935177,8.26571843676338,2.03619605832222e-11,2.33920252930408e-10,15.6724595708108
"607.31232_8.142",-3.12793734986149,23.1574784313331,-8.26452389466938,2.045631050326e-11,2.33920252930408e-10,15.6678814600641
"434.22495_0.965",3.47209985545333,22.3664075461522,8.23429120283343,2.29959013320799e-11,2.60968637844361e-10,15.551994357442
"442.27028_5.518",5.21665186747426,20.9479562262775,8.21785220697517,2.45071763648281e-11,2.76028196951222e-10,15.4889653557422
"324.14122_7.332",-2.7620675322967,19.5081721595772,-8.17816472447409,2.85792883370289e-11,3.17684630430679e-10,15.3367556531636
"260.05312_1.295",2.79641728172117,23.5739692005782,8.17770900002014,2.86297897918169e-11,3.17684630430679e-10,15.335007508975
"188.17583_0.848",3.24758482344224,23.5735655788774,8.16833979963032,2.96881111781061e-11,3.27005812829434e-10,15.2990658572635
"468.24987_7.201",-2.46693205188146,22.1368719302435,-8.1555952799609,3.11909693309333e-11,3.41051620859402e-10,15.250170818058
"304.63011_0.887",3.61173242732463,20.907734520339,8.14697458637108,3.22505684874125e-11,3.50082257928579e-10,15.2170937403793
"204.08683_0.98",3.27633855650858,22.0521626201026,8.13436184323656,3.38662338716862e-11,3.64975671509251e-10,15.1686946655633
"546.20314_1.105",2.32697750024549,21.0086057188532,8.11723768685703,3.61904990600929e-11,3.87238339942994e-10,15.1029750294654
"82.06583_1.002",2.96991519063595,21.6157012873831,8.09814176662267,3.89715567332007e-11,4.14038241037835e-10,15.029676390037
"335.14474_1.507",-3.45434716822063,20.984124979212,-8.06331827513616,4.4606565455305e-11,4.70567852479204e-10,14.8959777907135
"116.07099_0.876",2.15875656925543,26.6517412675012,8.05916633517719,4.53307599724877e-11,4.7486348558592e-10,14.8800346112451
"214.0509_4.072",2.48903400890485,20.8910574004713,8.01028922944289,5.47962256655882e-11,5.70032958660077e-10,14.6923110886254
"277.12731_3.022",4.30476137166111,22.0572632402694,7.9403968061502,7.18757277567612e-11,7.42550621928471e-10,14.4237596052423
"126.10284_0.853",2.61884652491666,20.4312169478107,7.93752311199989,7.26822747987055e-11,7.45740052386718e-10,14.4127152302379
"256.08474_2.482",-2.28491314602232,21.1518951458621,-7.93552609692894,7.32481035526673e-11,7.46433055250991e-10,14.4050400524897
"70.06594_0.877",2.09571588964827,24.2146061254831,7.91305016264648,7.99290640172534e-11,8.09011742553011e-10,14.3186513886198
"689.28526_7.413",-2.11198851472498,19.7613370160172,-7.90255303079529,8.32552603630434e-11,8.34177310732997e-10,14.2783006638201
"258.10997_1.176",2.69238519339776,24.4888473617065,7.90170761848626,8.35291032109143e-11,8.34177310732997e-10,14.2750508149888
"327.23247_8.53",-3.07677973037402,22.8530868547942,-7.87064004870488,9.42436967064085e-11,9.34947401762914e-10,14.1556136574034
"347.15875_7.41",-2.205357095086,19.5900930950967,-7.83853090119884,1.06766834113455e-10,1.05221524672339e-09,14.0321523941405
"427.15178_0.89",-2.9010464934894,22.5674266635798,-7.823602255551,1.13144234398792e-10,1.10777819038817e-09,13.9747447072405
"352.19806_1.031",-1.53169977245414,20.3815941083564,-7.820077189439,1.14704980624996e-10,1.11576662971587e-09,13.961188614494
"292.10261_1.209",2.16444301548802,24.5790441727261,7.77249950046031,1.380066356031e-10,1.33376735569963e-09,13.7782036302948
"180.10204_8.012",-2.10457723583956,24.648917683721,-7.75750216260582,1.46292556478641e-10,1.40478365131413e-09,13.7205168506253
"373.27381_8.504",-1.28875728485004,31.2653274742691,-7.7066814814315,1.78256571102171e-10,1.69472783656075e-09,13.5250170759229
"182.96205_0.804",2.60849110996621,20.7508390085583,7.70597117225294,1.78749665004405e-10,1.69472783656075e-09,13.5222844308099
"484.30208_7.299",-2.17259306606434,22.8617447484882,-7.70362573743213,1.80387577247841e-10,1.69950057054884e-09,13.5132612272396
"350.67936_4.567",-2.70228886911279,19.7351275408796,-7.69999573860998,1.829522277666e-10,1.71289023246479e-09,13.499296035224
"242.92552_0.919",-3.37100059847232,23.1924770358089,-7.67695323579256,2.00105447689275e-10,1.86185068719586e-09,13.4106452277608
"175.14424_0.937",2.6710690523555,22.4921292203716,7.67198377299715,2.04010901388253e-10,1.88647117456545e-09,13.3915258106117
"442.27018_5.118",3.98169571675,21.1610011678175,7.66844201289803,2.06840822778515e-10,1.90090523019764e-09,13.3778992043264
"283.11655_0.956",-1.64190249657574,19.3058695485513,-7.63969867897017,2.31309681576793e-10,2.11281648171973e-09,13.2673089233555
