"mz_rt_min","log2FC","AveExpr","t","p","p_adj_BH","log_odds"
"353.24868_7.925",-2.29015449440622,22.6699656996935,-7.03657140775414,2.42995250017749e-09,2.01989801577254e-08,10.9818054663687
"212.07984_0.964",-1.74110223995903,19.4045286944451,-7.019445551361,2.59710927240665e-09,2.1476613465083e-08,10.916212616231
"194.03272_0.921",1.91596028488454,22.7968728282283,6.98740181988552,2.94130768768157e-09,2.41975622141226e-08,10.7935161410306
"224.09158_4.468",2.31776647817046,20.1852489256671,6.98465903350878,2.97280403858022e-09,2.43312576696104e-08,10.7830159651124
"313.21653_8.502",-1.90934918805266,23.9522264738935,-6.98299181115042,2.99211357250944e-09,2.43643533761483e-08,10.7766335190028
"359.25913_8.268",-2.00687874593253,23.4199871072977,-6.9785399756139,3.04428964434352e-09,2.46633820932602e-08,10.7595916412334
"133.99888_0.802",1.23793901455564,22.8777452871024,6.93996163719902,3.53619159403601e-09,2.85038473943508e-08,10.6119492225302
"186.11269_6.707",-1.68006185264,20.9090637501042,-6.90911653999901,3.98593589338637e-09,3.19676064615309e-08,10.4939533708367
"175.10784_1.005",1.25667788450527,23.1419167773179,6.89293004997188,4.24433216917997e-09,3.38697707100562e-08,10.4320520530359
"276.15539_1.019",2.43971089102692,24.7701509287816,6.88088291305566,4.44743491514122e-09,3.53139608187333e-08,10.3859894800598
"357.27933_8.87",-3.84416822389114,24.7574038922557,-6.87046719440491,4.6308298579796e-09,3.65881408580962e-08,10.3461708606691
"687.26958_7.349",-2.78024257735934,20.2367919004463,-6.86241922311702,4.77768384710788e-09,3.75624799013999e-08,10.3154079778896
"191.58974_0.867",3.36830837520549,21.9364563657688,6.72602707958512,8.1061226182736e-09,6.33543511398468e-08,9.7946321912675
